BirdID,TOC,TrialType,trainWindImage,shownWindImage,Speed,Number,Number2,Group,Date,Time,FirstPeck,TimeToPeck,SuccFail,DotType,leftRight_i,leftRight_o,TargetX_i,TargetY_i,TargetX_o,TargetY_o,TargetSize,TargetAngle_i,TargetAngle_o,RadiusCentre_i,RadiusCentre_o,TurbineAngle,Blade1Angle,Blade2Angle,Blade3Angle,dotCol,timeOutTime,frames,screenWidth,screenHeight,TargetPeckedX,TargetPeckedY,TargetPeckedAngle,TargetPeckedLR,NovelBlade,ShowOrder,TreatmentOrder,Weird,Exclude,Comments
24G03,1,5_Comparative_Experiment,White,Black,20,1,1,0,2/13/2024,NA,NA,NA,Fail,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,512,731.4286,NA,NA,NA,NA,0.447214 0.447214 0.447214,120,NA,2560,1440,NA,NA,NA,NA,Novel,1,1,0,0,NA
24G03,1,5_Comparative_Experiment,White,Black,20,1.5,2,0,2/13/2024,NA,NA,NA,Fail,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,512,731.4286,NA,NA,NA,NA,0.447214 0.447214 0.447214,120,NA,2560,1440,NA,NA,NA,NA,Novel,1,1,0,0,NA
24G03,1,5_Comparative_Experiment,White,White,20,2,3,0,2/13/2024,13:23:12,first,8.9183,Succ,out,right,right,1714,991,1975,491,58,0.55882,-0.31816,512,731.4286,142.8182,237.8182,357.8182,117.8182,0.447214 0.447214 0.447214,120,1471,2560,1440,1975,491,89.68184,right,Train,2,1,0,0,NA
24G03,1,5_Comparative_Experiment,White,Red,20,3,5,0,2/13/2024,NA,NA,NA,Fail,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,512,731.4286,NA,NA,NA,NA,0.447214 0.447214 0.447214,120,NA,2560,1440,NA,NA,NA,NA,Novel,3,1,0,0,NA
24G03,1,5_Comparative_Experiment,White,Red,20,3.5,6,0,2/13/2024,NA,NA,NA,Fail,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,512,731.4286,NA,NA,NA,NA,0.447214 0.447214 0.447214,120,NA,2560,1440,NA,NA,NA,NA,Novel,3,1,0,0,NA
24G03,1,5_Comparative_Experiment,White,Bio,20,4,7,0,2/13/2024,NA,NA,NA,Fail,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,512,731.4286,NA,NA,NA,NA,0.447214 0.447214 0.447214,120,NA,2560,1440,NA,NA,NA,NA,Novel,4,1,0,0,NA
24G03,1,5_Comparative_Experiment,White,Bio,20,4.5,8,0,2/13/2024,NA,NA,NA,Fail,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,512,731.4286,NA,NA,NA,NA,0.447214 0.447214 0.447214,120,NA,2560,1440,NA,NA,NA,NA,Novel,4,1,0,0,NA
24G03,1,5_Comparative_Experiment,White,Red,20,5,9,1,13/02/2024,14:30:54,first,21.397,Succ,out,left,right,781,835,1983,922,58,2.9141,0.2797,512,731.4286,312.5455,47.5455,167.5455,287.5455,0.447214 0.447214 0.447214,120,3529,2560,1440,1983,922,90.2797,right,Novel,5,2,0,0,NA
24G03,1,5_Comparative_Experiment,White,Red,20,5.5,10,1,13/02/2024,14:33:04,second,97.8288,Succ,in,left,right,781,835,1983,922,58,2.9141,0.2797,512,731.4286,122,217,337,97,0.447214 0.447214 0.447214,120,16136,2560,1440,781,835,92.9141,left,Novel,5,2,0,0,NA
24G03,1,5_Comparative_Experiment,White,Bio,20,6,11,1,2/13/2024,NA,NA,NA,Fail,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,512,731.4286,NA,NA,NA,NA,0.447214 0.447214 0.447214,120,NA,2560,1440,NA,NA,NA,NA,Novel,6,2,0,0,NA
24G03,1,5_Comparative_Experiment,White,Bio,20,6.5,12,1,2/13/2024,NA,NA,NA,Fail,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,512,731.4286,NA,NA,NA,NA,0.447214 0.447214 0.447214,120,NA,2560,1440,NA,NA,NA,NA,Novel,6,2,0,0,NA
24G03,1,5_Comparative_Experiment,White,Black,20,7,13,1,2/13/2024,14:36:35,first,4.4577,Succ,out,right,right,1757,533,1988,905,58,-0.37303,0.25593,512,731.4286,333.5455,68.5455,188.5455,308.5455,0.447214 0.447214 0.447214,120,735,2560,1440,1988,905,90.25593,right,Novel,7,2,0,0,NA
24G03,1,5_Comparative_Experiment,White,Black,20,7.5,14,1,2/13/2024,14:38:16,second,50.2546,Succ,in,right,right,1757,533,1988,905,58,-0.37303,0.25593,512,731.4286,29.3636,124.3636,244.3636,4.3636,0.447214 0.447214 0.447214,120,8288,2560,1440,1757,533,89.62697,right,Novel,7,2,0,0,NA
24G03,1,5_Comparative_Experiment,White,White,20,8,15,1,2/13/2024,14:38:59,first,2.5655,Succ,out,right,right,1791,749,1977,942,58,0.055994,0.30897,512,731.4286,337,72,192,312,0.447214 0.447214 0.447214,120,423,2560,1440,1977,942,90.30897,right,Train,8,2,0,0,NA
24G03,1,5_Comparative_Experiment,White,White,20,8.5,16,1,2/13/2024,14:39:47,second,2.4551,Succ,in,right,right,1791,749,1977,942,58,0.055994,0.30897,512,731.4286,49.5455,144.5455,264.5455,24.5455,0.447214 0.447214 0.447214,120,404,2560,1440,1791,749,90.055994,right,Train,8,2,0,0,NA
24G03,1,5_Comparative_Experiment,White,Black,20,9,17,2,13/02/2024,15:10:33,first,5.8812,Succ,out,right,right,1749,926,2008,794,58,0.41502,0.10129,512,731.4286,203.4545,298.4545,58.4545,178.4545,0.447214 0.447214 0.447214,120,970,2560,1440,2008,794,90.10129,right,Novel,9,3,0,0,NA
24G03,1,5_Comparative_Experiment,White,Black,20,9.5,18,2,13/02/2024,15:11:09,second,2.4801,Succ,in,right,right,1749,926,2008,794,58,0.41502,0.10129,512,731.4286,97.4545,192.4545,312.4545,72.4545,0.447214 0.447214 0.447214,120,408,2560,1440,1749,926,90.41502,right,Novel,9,3,0,0,NA
24G03,1,5_Comparative_Experiment,White,Red,20,10,19,2,13/02/2024,15:11:58,first,3.79,Succ,out,left,right,768,738,1964,461,58,3.1067,-0.36238,512,731.4286,192,287,47,167,0.447214 0.447214 0.447214,120,625,2560,1440,1964,461,89.63762,right,Novel,10,3,0,0,NA
24G03,1,5_Comparative_Experiment,White,Red,20,10.5,20,2,13/02/2024,15:12:53,second,15.0415,Succ,in,left,right,768,738,1964,461,58,3.1067,-0.36238,512,731.4286,282.3636,17.3636,137.3636,257.3636,0.447214 0.447214 0.447214,120,2480,2560,1440,768,738,93.1067,left,Novel,10,3,0,0,NA
24G03,1,5_Comparative_Experiment,White,Bio,20,11,21,2,13/02/2024,15:15:53,first,102.414,Succ,out,left,left,829,478,602,446,58,3.6328,3.5263,512,731.4286,328.1818,63.1818,183.1818,303.1818,0.447214 0.447214 0.447214,120,16893,2560,1440,602,446,93.5263,left,Novel,11,3,0,0,NA
24G03,1,5_Comparative_Experiment,White,Bio,20,11.5,22,2,13/02/2024,15:18:57,second,NA,Fail,in,left,left,829,478,602,446,58,3.6328,3.5263,512,731.4286,250.3636,345.3636,105.3636,225.3636,0.447214 0.447214 0.447214,120,19795,2560,1440,829,478,93.6328,left,Novel,11,3,0,0,NA
24G03,1,5_Comparative_Experiment,White,White,20,12,23,2,13/02/2024,15:19:37,first,12.6755,Succ,in,right,left,1780,609,561,856,58,-0.21867,2.9552,512,731.4286,331.0909,66.0909,186.0909,306.0909,0.447214 0.447214 0.447214,120,2091,2560,1440,1780,609,89.78133,right,Train,12,3,0,0,NA
24G03,1,5_Comparative_Experiment,White,White,20,12.5,24,2,13/02/2024,15:20:34,second,2.9297,Succ,out,right,left,1780,609,561,856,58,-0.21867,2.9552,512,731.4286,104.2727,199.2727,319.2727,79.2727,0.447214 0.447214 0.447214,120,482,2560,1440,561,856,92.9552,left,Train,12,3,0,0,NA
24G03,1,5_Comparative_Experiment,White,White,20,13,25,3,13/02/2024,15:25:43,first,2.349,Succ,out,right,right,1757,534,2007,804,58,-0.37149,0.11576,512,731.4286,216.4545,311.4545,71.4545,191.4545,0.447214 0.447214 0.447214,120,387,2560,1440,2007,804,90.11576,right,Train,13,4,0,0,NA
24G03,1,5_Comparative_Experiment,White,White,20,13.5,26,3,13/02/2024,15:26:50,second,3.1095,Succ,in,right,right,1757,534,2007,804,58,-0.37149,0.11576,512,731.4286,297.0909,32.0909,152.0909,272.0909,0.447214 0.447214 0.447214,120,512,2560,1440,1757,534,89.62851,right,Train,13,4,0,0,NA
24G03,1,5_Comparative_Experiment,White,Black,20,14,27,3,13/02/2024,15:27:29,first,4.3288,Succ,in,right,left,1782,822,615,1025,58,0.20115,2.7115,512,731.4286,96.3636,191.3636,311.3636,71.3636,0.447214 0.447214 0.447214,120,714,2560,1440,1782,822,90.20115,right,Novel,14,4,0,0,NA
24G03,1,5_Comparative_Experiment,White,Black,20,14.5,28,3,13/02/2024,15:28:59,second,26.1052,Succ,out,right,left,1782,822,615,1025,58,0.20115,2.7115,512,731.4286,116.6364,211.6364,331.6364,91.6364,0.447214 0.447214 0.447214,120,4305,2560,1440,615,1025,92.7115,left,Novel,14,4,0,0,NA
24G03,1,5_Comparative_Experiment,White,Red,20,15,29,3,13/02/2024,15:29:59,first,8.6947,Succ,out,left,right,771,779,2010,679,58,3.0261,-0.056152,512,731.4286,79.5455,174.5455,294.5455,54.5455,0.447214 0.447214 0.447214,120,1434,2560,1440,2010,679,89.943848,right,Novel,15,4,0,0,NA
24G03,1,5_Comparative_Experiment,White,Red,20,15.5,30,3,13/02/2024,15:31:18,second,7.9821,Succ,in,left,right,771,779,2010,679,58,3.0261,-0.056152,512,731.4286,254.0909,349.0909,109.0909,229.0909,0.447214 0.447214 0.447214,120,1315,2560,1440,771,779,93.0261,left,Novel,15,4,0,0,NA
24G03,1,5_Comparative_Experiment,White,Bio,20,16,31,3,13/02/2024,15:33:15,first,44.3871,Succ,out,right,left,1701,429,635,374,58,-0.60513,3.6336,512,731.4286,178.4545,273.4545,33.4545,153.4545,0.447214 0.447214 0.447214,120,7321,2560,1440,635,374,93.6336,left,Novel,16,4,0,0,NA
24G03,1,5_Comparative_Experiment,White,Bio,20,16.5,32,3,13/02/2024,15:37:46,second,NA,Fail,in,right,left,1701,429,635,374,58,-0.60513,3.6336,512,731.4286,15.3636,110.3636,230.3636,350.3636,0.447214 0.447214 0.447214,120,19795,2560,1440,1701,429,89.39487,right,Novel,16,4,0,0,NA
24G03,1,5_Comparative_Experiment,White,Red,20,17,33,4,13/02/2024,15:43:07,first,7.2941,Succ,out,left,right,821,493,1897,327,58,3.6004,-0.56683,512,731.4286,316.9091,51.9091,171.9091,291.9091,0.447214 0.447214 0.447214,120,1203,2560,1440,1897,327,89.43317,right,Novel,17,5,0,0,NA
24G03,1,5_Comparative_Experiment,White,Red,20,17.5,34,4,13/02/2024,15:44:03,second,4.9326,Succ,in,left,right,821,493,1897,327,58,3.6004,-0.56683,512,731.4286,148.2727,243.2727,3.2727,123.2727,0.447214 0.447214 0.447214,120,812,2560,1440,821,493,93.6004,left,Novel,17,5,0,0,NA
24G03,1,5_Comparative_Experiment,White,Black,20,18,35,4,13/02/2024,15:44:58,first,6.439,Succ,out,left,left,770,765,612,1019,58,3.0539,2.7211,512,731.4286,200.6364,295.6364,55.6364,175.6364,0.447214 0.447214 0.447214,120,1062,2560,1440,612,1019,92.7211,left,Novel,18,5,0,0,NA
24G03,1,5_Comparative_Experiment,White,Black,20,18.5,36,4,13/02/2024,15:45:34,second,4.5482,Succ,in,left,left,770,765,612,1019,58,3.0539,2.7211,512,731.4286,222.4545,317.4545,77.4545,197.4545,0.447214 0.447214 0.447214,120,749,2560,1440,770,765,93.0539,left,Novel,18,5,0,0,NA
24G03,1,5_Comparative_Experiment,White,White,20,19,37,4,13/02/2024,15:46:57,first,3.6268,Succ,in,right,left,1768,564,556,825,58,-0.31006,2.9981,512,731.4286,297.3636,32.3636,152.3636,272.3636,0.447214 0.447214 0.447214,120,598,2560,1440,1768,564,89.68994,right,Train,19,5,0,0,NA
24G03,1,5_Comparative_Experiment,White,White,20,19.5,38,4,13/02/2024,15:49:14,second,2.6052,Succ,out,right,left,1768,564,556,825,58,-0.31006,2.9981,512,731.4286,214,309,69,189,0.447214 0.447214 0.447214,120,428,2560,1440,556,825,92.9981,left,Train,19,5,0,0,NA
24G03,1,5_Comparative_Experiment,White,Bio,20,20,39,4,2/13/2024,NA,NA,NA,Fail,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,512,731.4286,NA,NA,NA,NA,0.447214 0.447214 0.447214,120,NA,2560,1440,NA,NA,NA,NA,Novel,20,5,0,0,NA
24G03,1,5_Comparative_Experiment,White,Bio,20,20.5,40,4,2/13/2024,NA,NA,NA,Fail,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,512,731.4286,NA,NA,NA,NA,0.447214 0.447214 0.447214,120,NA,2560,1440,NA,NA,NA,NA,Novel,20,5,0,0,NA
24G04,2,5_Comparative_Experiment,Red,Bio,20,1,1,0,16/02/2024,10:29:55,first,15.3781,Succ,out,right,right,1766,560,2011,718,58,341.7477,359.8101,512,731.4286,346,71,191,311,0.447214 0.447214 0.447214,120,2537,2560,1440,2011,718,89.8101,right,Novel,1,1,0,0,NA
24G04,2,5_Comparative_Experiment,Red,Bio,20,1.5,2,0,16/02/2024,10:30:12,second,17.1254,Succ,in,right,right,1766,560,2011,718,58,341.7477,359.8101,512,731.4286,318.5455,43.5455,163.5455,283.5455,0.447214 0.447214 0.447214,120,2824,2560,1440,1766,560,71.7477,right,Novel,1,1,0,0,NA
24G04,2,5_Comparative_Experiment,Red,Red,20,2,3,0,16/02/2024,10:33:44,first,2.6911,Succ,out,right,left,1701,428,644,359,58,325.2821,209.5612,512,731.4286,101,186,306,66,0.447214 0.447214 0.447214,120,444,2560,1440,644,359,299.5612,left,Train,2,1,0,0,NA
24G04,2,5_Comparative_Experiment,Red,Red,20,2.5,4,0,16/02/2024,10:33:46,second,2.0431,Succ,in,right,left,1701,428,644,359,58,325.2821,209.5612,512,731.4286,45.0909,130.0909,250.0909,10.0909,0.447214 0.447214 0.447214,120,336,2560,1440,1701,428,55.2821,right,Train,2,1,0,0,NA
24G04,2,5_Comparative_Experiment,Red,Black,20,3,5,0,16/02/2024,10:36:16,first,13.7734,Succ,out,left,left,772,653,561,853,58,187.4894,169.5519,512,731.4286,199,284,44,164,0.447214 0.447214 0.447214,120,2272,2560,1440,561,853,259.5519,left,Novel,3,1,0,0,NA
24G04,2,5_Comparative_Experiment,Red,Black,20,3.5,6,0,16/02/2024,10:36:47,second,30.9534,Succ,in,left,left,772,653,561,853,58,187.4894,169.5519,512,731.4286,292.4545,17.4545,137.4545,257.4545,0.447214 0.447214 0.447214,120,5105,2560,1440,772,653,277.4894,left,Novel,3,1,1,0,Unclear. First peck attempt at ~9 s. Active search time 13.75 s.
24G04,2,5_Comparative_Experiment,Red,White,20,4,7,0,16/02/2024,10:39:15,first,14.7256,Succ,out,right,right,1701,429,1934,392,58,325.3274,333.3252,512,731.4286,59,144,264,24,0.447214 0.447214 0.447214,120,2429,2560,1440,1934,392,63.3252,right,Novel,4,1,0,0,NA
24G04,2,5_Comparative_Experiment,Red,White,20,4.5,8,0,16/02/2024,10:39:35,second,19.5883,Succ,in,right,right,1701,429,1934,392,58,325.3274,333.3252,512,731.4286,319.8182,44.8182,164.8182,284.8182,0.447214 0.447214 0.447214,120,3230,2560,1440,1701,429,55.3274,right,Novel,4,1,1,0,Active search time 15.52 s.
24G04,2,5_Comparative_Experiment,Red,White,20,5,9,1,16/02/2024,10:55:02,first,11.8501,Succ,in,left,left,768,730,650,349,58,178.8754,210.4741,512,731.4286,273,358,118,238,0.447214 0.447214 0.447214,120,1955,2560,1440,768,730,268.8754,left,Novel,5,2,0,0,NA
24G04,2,5_Comparative_Experiment,Red,White,20,5.5,10,1,16/02/2024,10:55:07,second,5.3044,Succ,out,left,left,768,730,650,349,58,178.8754,210.4741,512,731.4286,214.3636,299.3636,59.3636,179.3636,0.447214 0.447214 0.447214,120,874,2560,1440,650,349,300.4741,left,Novel,5,2,0,0,NA
24G04,2,5_Comparative_Experiment,Red,Black,20,6,11,1,16/02/2024,10:59:06,first,10.4322,Succ,out,right,left,1790,673,679,303,58,354.696,214.7364,512,731.4286,150,235,355,115,0.447214 0.447214 0.447214,120,1721,2560,1440,679,303,304.7364,left,Novel,6,2,0,0,NA
24G04,2,5_Comparative_Experiment,Red,Black,20,6.5,12,1,16/02/2024,11:01:06,second,NA,Fail,in,right,left,1790,673,679,303,58,354.696,214.7364,512,731.4286,321.3636,46.3636,166.3636,286.3636,0.447214 0.447214 0.447214,120,19795,2560,1440,1790,673,84.696,right,Novel,6,2,0,0,NA
24G04,2,5_Comparative_Experiment,Red,Black,20,6,11,1,16/02/2024,10:59:06,first,10.4322,Succ,out,right,left,1790,673,679,303,58,354.696,214.7364,512,731.4286,150,235,355,115,0.447214 0.447214 0.447214,120,1721,2560,1440,679,303,304.7364,left,Novel,6,2,0,0,NA
24G04,2,5_Comparative_Experiment,Red,Black,20,6.5,12,1,16/02/2024,11:01:06,second,NA,Fail,in,right,left,1790,673,679,303,58,354.696,214.7364,512,731.4286,321.3636,46.3636,166.3636,286.3636,0.447214 0.447214 0.447214,120,19795,2560,1440,1790,673,84.696,right,Novel,6,2,0,0,NA
24G04,2,5_Comparative_Experiment,Red,Red,20,8,15,1,16/02/2024,11:32:13,first,3.7159,Succ,out,left,left,793,878,674,311,58,162.0789,214.043,512,731.4286,159,244,4,124,0.447214 0.447214 0.447214,120,612,2560,1440,674,311,304.043,left,Train,8,2,0,0,NA
24G04,2,5_Comparative_Experiment,Red,Red,20,8.5,16,1,16/02/2024,11:32:18,second,4.9768,Succ,in,left,left,793,878,674,311,58,162.0789,214.043,512,731.4286,310.0909,35.0909,155.0909,275.0909,0.447214 0.447214 0.447214,120,820,2560,1440,793,878,252.0789,left,Train,8,2,0,0,NA
24G04,2,5_Comparative_Experiment,Red,White,20,9,17,2,16/02/2024,11:38:08,first,3.2492,Succ,out,left,right,834,468,1989,898,58,209.5005,14.1051,512,731.4286,345,70,190,310,0.447214 0.447214 0.447214,120,536,2560,1440,1989,898,104.1051,right,Novel,9,3,0,0,NA
24G04,2,5_Comparative_Experiment,Red,White,20,9.5,18,2,16/02/2024,11:38:14,second,6.426,Succ,in,left,right,834,468,1989,898,58,209.5005,14.1051,512,731.4286,205.9091,290.9091,50.9091,170.9091,0.447214 0.447214 0.447214,120,1059,2560,1440,834,468,299.5005,left,Novel,9,3,0,0,NA
24G04,2,5_Comparative_Experiment,Red,Bio,20,10,19,2,16/02/2024,11:41:11,first,25.3578,Succ,out,left,left,788,861,549,728,58,164.0331,179.3677,512,731.4286,130,215,335,95,0.447214 0.447214 0.447214,120,4183,2560,1440,549,728,269.3677,left,Novel,10,3,0,0,NA
24G04,2,5_Comparative_Experiment,Red,Bio,20,10.5,20,2,16/02/2024,11:41:14,second,2.6008,Succ,in,left,left,788,861,549,728,58,164.0331,179.3677,512,731.4286,277,2,122,242,0.447214 0.447214 0.447214,120,428,2560,1440,788,861,254.0331,left,Novel,10,3,0,0,NA
24G04,2,5_Comparative_Experiment,Red,Black,20,11,21,2,16/02/2024,11:46:51,first,4.2023,Succ,out,left,left,768,715,563,862,58,180.5462,168.7697,512,731.4286,130,215,335,95,0.447214 0.447214 0.447214,120,694,2560,1440,563,862,258.7697,left,Novel,11,3,0,0,NA
24G04,2,5_Comparative_Experiment,Red,Black,20,11.5,22,2,16/02/2024,11:47:00,second,8.6387,Succ,in,left,left,768,715,563,862,58,180.5462,168.7697,512,731.4286,56.3636,141.3636,261.3636,21.3636,0.447214 0.447214 0.447214,120,1424,2560,1440,768,715,270.5462,left,Novel,11,3,0,0,NA
24G04,2,5_Comparative_Experiment,Red,Red,20,12,23,2,16/02/2024,11:49:12,first,2.4735,Succ,in,right,left,1785,806,549,729,58,9.677,179.3005,512,731.4286,83,168,288,48,0.447214 0.447214 0.447214,120,408,2560,1440,1785,806,99.677,right,Train,12,3,0,0,NA
24G04,2,5_Comparative_Experiment,Red,Red,20,12.5,24,2,16/02/2024,11:49:15,second,3.5766,Succ,out,right,left,1785,806,549,729,58,9.677,179.3005,512,731.4286,222.0909,307.0909,67.0909,187.0909,0.447214 0.447214 0.447214,120,589,2560,1440,549,729,269.3005,left,Train,12,3,0,0,NA
24G04,2,5_Comparative_Experiment,Red,Red,20,13,25,3,16/02/2024,12:51:43,first,2.3509,Succ,out,left,right,784,593,2006,628,58,194.413,352.8056,512,731.4286,255,340,100,220,0.447214 0.447214 0.447214,120,388,2560,1440,2006,628,82.8056,right,Train,13,4,0,0,NA
24G04,2,5_Comparative_Experiment,Red,Red,20,13.5,26,3,16/02/2024,12:51:48,second,4.6558,Succ,in,left,right,784,593,2006,628,58,194.413,352.8056,512,731.4286,303.5455,28.5455,148.5455,268.5455,0.447214 0.447214 0.447214,120,767,2560,1440,784,593,284.413,left,Train,13,4,0,0,NA
24G04,2,5_Comparative_Experiment,Red,Bio,20,14,27,3,16/02/2024,12:53:19,first,2.2788,Succ,out,left,right,788,578,2006,632,58,196.056,353.0886,512,731.4286,13,98,218,338,0.447214 0.447214 0.447214,120,376,2560,1440,2006,632,83.0886,right,Novel,14,4,0,0,NA
24G04,2,5_Comparative_Experiment,Red,Bio,20,14.5,28,3,16/02/2024,12:53:26,second,7.0567,Succ,in,left,right,788,578,2006,632,58,196.056,353.0886,512,731.4286,82.5455,167.5455,287.5455,47.5455,0.447214 0.447214 0.447214,120,1163,2560,1440,788,578,286.056,left,Novel,14,4,0,0,NA
24G04,2,5_Comparative_Experiment,Red,White,20,15,29,3,16/02/2024,12:53:19,first,NA,Fail,NA,right,right,1749,924,1932,1051,58,23.5237,26.8742,512,731.4286,13,NA,NA,NA,0.447214 0.447214 0.447214,120,376,2560,1440,NA,NA,NA,NA,Novel,15,4,0,0,NA
24G04,2,5_Comparative_Experiment,Red,White,20,15.5,30,3,16/02/2024,12:56:04,second,NA,Fail,NA,right,right,1749,924,1932,1051,58,23.5237,26.8742,512,731.4286,58.3636,143.3636,263.3636,23.3636,0.447214 0.447214 0.447214,120,19796,2560,1440,NA,NA,NA,NA,Novel,15,4,0,0,NA
24G04,2,5_Comparative_Experiment,Red,Black,20,16,31,3,16/02/2024,12:59:31,first,18.4648,Succ,out,left,right,804,531,1972,482,58,201.7036,341.0216,512,731.4286,197,282,42,162,0.447214 0.447214 0.447214,120,3046,2560,1440,1972,482,71.0216,right,Novel,16,4,0,0,NA
24G04,2,5_Comparative_Experiment,Red,Black,20,16.5,32,3,16/02/2024,12:59:45,second,13.3429,Succ,in,left,right,804,531,1972,482,58,201.7036,341.0216,512,731.4286,174.7273,259.7273,19.7273,139.7273,0.447214 0.447214 0.447214,120,2200,2560,1440,804,531,291.7036,left,Novel,16,4,0,0,NA
24G04,2,5_Comparative_Experiment,Red,Black,20,17,33,4,16/02/2024,13:25:12,first,3.9821,Succ,in,right,left,1787,651,601,448,58,352.2998,201.8707,512,731.4286,22,107,227,347,0.447214 0.447214 0.447214,120,657,2560,1440,1787,651,82.2998,right,Novel,17,5,0,0,NA
24G04,2,5_Comparative_Experiment,Red,Black,20,17.5,34,4,16/02/2024,13:25:14,second,2.0065,Succ,out,right,left,1787,651,601,448,58,352.2998,201.8707,512,731.4286,23.7273,108.7273,228.7273,348.7273,0.447214 0.447214 0.447214,120,330,2560,1440,601,448,291.8707,left,Novel,17,5,0,0,NA
24G04,2,5_Comparative_Experiment,Red,Bio,20,18,35,4,16/02/2024,13:26:32,first,2.1879,Succ,out,right,right,1759,900,2004,821,58,20.5887,7.9454,512,731.4286,244,329,89,209,0.447214 0.447214 0.447214,120,361,2560,1440,2004,821,97.9454,right,Novel,18,5,0,0,NA
24G04,2,5_Comparative_Experiment,Red,Bio,20,18.5,36,4,16/02/2024,13:26:35,second,2.7404,Succ,in,right,right,1759,900,2004,821,58,20.5887,7.9454,512,731.4286,44.7273,129.7273,249.7273,9.7273,0.447214 0.447214 0.447214,120,451,2560,1440,1759,900,110.5887,right,Novel,18,5,0,0,NA
24G04,2,5_Comparative_Experiment,Red,Red,20,19,37,4,16/02/2024,13:27:53,first,2.0369,Succ,out,left,right,833,470,1889,314,58,209.2127,326.3106,512,731.4286,96,181,301,61,0.447214 0.447214 0.447214,120,336,2560,1440,1889,314,56.3106,right,Train,19,5,0,0,NA
24G04,2,5_Comparative_Experiment,Red,Red,20,19.5,38,4,16/02/2024,13:28:04,second,10.0755,Succ,in,left,right,833,470,1889,314,58,209.2127,326.3106,512,731.4286,304.7273,29.7273,149.7273,269.7273,0.447214 0.447214 0.447214,120,1661,2560,1440,833,470,299.2127,left,Train,19,5,0,0,NA
24G04,2,5_Comparative_Experiment,Red,White,20,20,39,4,16/02/2024,13:33:23,first,78.802,Succ,in,left,left,825,486,559,598,58,207.2225,189.5707,512,731.4286,119,204,324,84,0.447214 0.447214 0.447214,120,12999,2560,1440,825,486,297.2225,left,Novel,20,5,0,0,NA
24G04,2,5_Comparative_Experiment,Red,White,20,20.5,40,4,16/02/2024,13:33:26,second,2.2613,Succ,out,left,left,825,486,559,598,58,207.2225,189.5707,512,731.4286,235.2727,320.2727,80.2727,200.2727,0.447214 0.447214 0.447214,120,372,2560,1440,559,598,279.5707,left,Novel,20,5,0,0,NA
24G06,3,5_Comparative_Experiment,Black,White,20,1,1,0,21/02/2024,11:40:41,first,7.889,Succ,in,left,right,770,767,1961,986,58,174.73,21.3585,512,731.4286,157,242,2,122,0.447214 0.447214 0.447214,120,1302,2560,1440,770,767,264.73,left,Novel,1,1,0,0,NA
24G06,3,5_Comparative_Experiment,Black,White,20,1.5,2,0,21/02/2024,11:40:48,second,6.937,Succ,out,left,right,770,767,1961,986,58,174.73,21.3585,512,731.4286,204.7273,289.7273,49.7273,169.7273,0.447214 0.447214 0.447214,120,1144,2560,1440,1961,986,111.3585,right,Novel,1,1,0,0,NA
24G06,3,5_Comparative_Experiment,Black,Black,20,2,3,0,21/02/2024,11:42:14,first,3.8813,Succ,out,left,left,849,444,589,481,58,212.654,199.1054,512,731.4286,117,202,322,82,0.447214 0.447214 0.447214,120,641,2560,1440,589,481,289.1054,left,Train,2,1,0,0,NA
24G06,3,5_Comparative_Experiment,Black,Black,20,2.5,4,0,21/02/2024,11:42:17,second,2.9476,Succ,in,left,left,849,444,589,481,58,212.654,199.1054,512,731.4286,325.1818,50.1818,170.1818,290.1818,0.447214 0.447214 0.447214,120,486,2560,1440,849,444,302.654,left,Train,2,1,0,0,NA
24G06,3,5_Comparative_Experiment,Black,Bio,20,3,5,0,21/02/2024,11:45:02,first,NA,Fail,NA,right,left,1773,582,554,805,58,344.4,173.3127,512,731.4286,46.0909,131.0909,251.0909,11.0909,0.447214 0.447214 0.447214,120,19797,2560,1440,NA,NA,NA,NA,Novel,3,1,0,0,NA
24G06,3,5_Comparative_Experiment,Black,Bio,20,3.5,6,0,21/02/2024,11:45:02,second,NA,Fail,NA,right,left,1773,582,554,805,58,344.4,173.3127,512,731.4286,79,164,284,44,0.447214 0.447214 0.447214,120,19797,2560,1440,NA,NA,NA,NA,Novel,3,1,0,0,NA
24G06,3,5_Comparative_Experiment,Black,Bio,20,5,9,1,21/02/2024,13:18:40,first,22.2996,Succ,in,left,right,845,449,1991,890,58,211.9224,13.4089,512,731.4286,152,237,357,117,0.447214 0.447214 0.447214,120,3678,2560,1440,845,449,301.9224,left,Novel,5,2,0,0,NA
24G06,3,5_Comparative_Experiment,Black,Black,20,6,11,1,21/02/2024,13:20:21,first,2.8023,Succ,out,left,left,783,845,611,1015,58,165.8694,156.2287,512,731.4286,93,178,298,58,0.447214 0.447214 0.447214,120,463,2560,1440,611,1015,246.2287,left,Train,6,2,0,0,NA
