BirdID,TrialType,trainWindImage,Speed,Number,Date,Time,InOut,LeftRight,TimeToPeck,SuccFail,TargetX,TargetY,TargetSize,TargetAngle,RadiusCentre,TurbineAngle,Blade1Angle,Blade2Angle,Blade3Angle,dotCol,timeOutTime,frames,screenWidth,screenHeight
24G30,1_Slow,Bio,2.5,6,29/03/2024,10:40:34,in,right,7.32E+01,Succ,1786,801,58,9.128,512,80.5455,175.5455,295.5455,55.5455,0.447214 0.447214 0.447214,120,12073,2560,1440
24G30,1_Slow,Bio,2.5,7,29/03/2024,10:41:38,in,left,2.88E+01,Succ,773,647,58,188.1942,512,9.5455,104.5455,224.5455,344.5455,0.447214 0.447214 0.447214,120,4758,2560,1440
24G30,1_Slow,Bio,2.5,8,29/03/2024,10:42:41,out,left,9.21E+00,Succ,549,744,58,178.1365,731.4286,112.1818,207.1818,327.1818,87.1818,0.447214 0.447214 0.447214,120,1520,2560,1440
24G30,1_Slow,Bio,2.5,9,29/03/2024,10:45:05,in,left,1.95E+01,Succ,790,573,58,196.6871,512,352.0909,87.0909,207.0909,327.0909,0.447214 0.447214 0.447214,120,3213,2560,1440
24G30,1_Slow,Bio,2.5,10,29/03/2024,10:47:20,out,left,4.07E+01,Succ,550,760,58,176.8346,731.4286,183.6364,278.6364,38.6364,158.6364,0.447214 0.447214 0.447214,120,6717,2560,1440
24G30,2_Medium,Bio,5,1,29/03/2024,11:06:25,out,right,4.10E+01,Succ,2003,611,58,351.4641,731.4286,299,34,154,274,0.447214 0.447214 0.447214,120,6765,2560,1440
24G30,2_Medium,Bio,5,2,29/03/2024,11:09:22,in,right,NA,Fail,1789,663,58,353.5754,512,42.2727,137.2727,257.2727,17.2727,0.447214 0.447214 0.447214,120,19797,2560,1440
24G30,2_Medium,Bio,5,3,29/03/2024,11:33:24,in,right,NA,Fail,1771,573,58,343.358,512,204.2727,299.2727,59.2727,179.2727,0.447214 0.447214 0.447214,120,19797,2560,1440
24G30,2_Medium,Bio,5,4,29/03/2024,12:59:11,out,right,1.35E+01,Succ,1949,1015,58,23.7692,731.4286,275.3636,10.3636,130.3636,250.3636,0.447214 0.447214 0.447214,120,2224,2560,1440
24G30,2_Medium,Bio,5,5,29/03/2024,12:59:55,out,left,2.76E+00,Succ,549,736,58,178.7707,731.4286,257.7273,352.7273,112.7273,232.7273,0.447214 0.447214 0.447214,120,455,2560,1440
24G30,2_Medium,Bio,5,6,29/03/2024,13:00:39,in,right,3.02E+00,Succ,1785,805,58,9.5347,512,149.5455,244.5455,4.5455,124.5455,0.447214 0.447214 0.447214,120,498,2560,1440
24G30,2_Medium,Bio,5,7,29/03/2024,13:01:09,in,right,4.42E+00,Succ,1791,747,58,2.9826,512,6.5455,101.5455,221.5455,341.5455,0.447214 0.447214 0.447214,120,729,2560,1440
24G30,2_Medium,Bio,5,8,29/03/2024,13:08:05,in,right,4.68E+00,Succ,1731,477,58,331.6299,512,123.5455,218.5455,338.5455,98.5455,0.447214 0.447214 0.447214,120,773,2560,1440
24G30,2_Medium,Bio,5,9,29/03/2024,13:08:50,in,right,5.04E+00,Succ,1792,733,58,1.4303,512,17.0909,112.0909,232.0909,352.0909,0.447214 0.447214 0.447214,120,831,2560,1440
24G30,2_Medium,Bio,5,10,29/03/2024,13:09:30,out,left,4.29E+00,Succ,549,696,58,181.9059,731.4286,121.5455,216.5455,336.5455,96.5455,0.447214 0.447214 0.447214,120,707,2560,1440
24G30,2_Medium,Bio,5,11,29/03/2024,13:10:03,in,left,3.04E+00,Succ,842,986,58,148.7049,512,332.2727,67.2727,187.2727,307.2727,0.447214 0.447214 0.447214,120,502,2560,1440
24G30,2_Medium,Bio,5,12,29/03/2024,13:13:55,out,right,5.52E+00,Succ,2007,799,58,6.1681,731.4286,120.6364,215.6364,335.6364,95.6364,0.447214 0.447214 0.447214,120,911,2560,1440
24G30,3_Fast,Bio,10,1,29/03/2024,13:40:01,in,left,4.71E+00,Succ,794,560,58,198.2354,512,96.9091,191.9091,311.9091,71.9091,0.447214 0.447214 0.447214,120,778,2560,1440
24G30,3_Fast,Bio,10,2,29/03/2024,13:40:42,out,left,1.86E+00,Succ,630,1056,58,152.6481,731.4286,72.6364,167.6364,287.6364,47.6364,0.447214 0.447214 0.447214,120,307,2560,1440
24G30,3_Fast,Bio,10,3,29/03/2024,13:41:21,in,right,8.42E+00,Succ,1747,510,58,335.8071,512,174.0909,269.0909,29.0909,149.0909,0.447214 0.447214 0.447214,120,1389,2560,1440
24G30,3_Fast,Bio,10,4,29/03/2024,13:42:15,out,left,2.32E+00,Succ,608,1009,58,156.7453,731.4286,257.9091,352.9091,112.9091,232.9091,0.447214 0.447214 0.447214,120,382,2560,1440
24G30,3_Fast,Bio,10,5,29/03/2024,13:43:57,in,right,4.06E+00,Succ,1772,578,58,343.9484,512,248.2727,343.2727,103.2727,223.2727,0.447214 0.447214 0.447214,120,669,2560,1440
24G30,3_Fast,Bio,10,6,29/03/2024,13:44:37,in,right,2.41E+00,Succ,1780,609,58,347.5202,512,311.7273,46.7273,166.7273,286.7273,0.447214 0.447214 0.447214,120,398,2560,1440
24G30,3_Fast,Bio,10,7,29/03/2024,13:45:22,out,left,1.78E+00,Succ,564,870,58,168.1569,731.4286,261.5455,356.5455,116.5455,236.5455,0.447214 0.447214 0.447214,120,293,2560,1440
24G30,3_Fast,Bio,10,8,29/03/2024,13:46:02,out,left,9.04E+00,Succ,650,1092,58,149.3912,731.4286,259.1818,354.1818,114.1818,234.1818,0.447214 0.447214 0.447214,120,1491,2560,1440
24G30,3_Fast,Bio,10,9,29/03/2024,13:47:21,in,left,2.19E+00,Succ,768,706,58,181.5768,512,216.2727,311.2727,71.2727,191.2727,0.447214 0.447214 0.447214,120,361,2560,1440
24G30,3_Fast,Bio,10,10,29/03/2024,13:47:58,out,left,3.34E+00,Succ,679,1137,58,145.2692,731.4286,276.7273,11.7273,131.7273,251.7273,0.447214 0.447214 0.447214,120,552,2560,1440
24G30,3_Fast,Bio,10,11,30/03/2024,09:48:33,in,left,2.55E+00,Succ,783,841,58,166.2875,512,137,232,352,112,0.447214 0.447214 0.447214,120,418,2560,1440
24G30,3_Fast,Bio,10,12,30/03/2024,09:49:03,out,left,2.07E+00,Succ,574,913,58,164.7024,731.4286,270,5,125,245,0.447214 0.447214 0.447214,120,341,2560,1440
24G31,0_Static,Black,0,1,01/04/2024,13:24:27,out,left,NA,Fail,550,759,58,176.9154,731.4286,167,262,22,142,0.447214 0.447214 0.447214,120,19797,2560,1440
24G31,0_Static,Black,0,2,01/04/2024,13:26:20,out,right,6.88E+01,Succ,1977,498,58,342.3077,731.4286,336,71,191,311,0.447214 0.447214 0.447214,120,11348,2560,1440
24G31,0_Static,Black,0,3,01/04/2024,13:27:20,in,left,1.74E+01,Succ,834,469,58,209.3189,512,276,11,131,251,0.447214 0.447214 0.447214,120,2876,2560,1440
24G31,0_Static,Black,0,4,01/04/2024,13:28:23,in,left,1.29E+01,Succ,822,949,58,153.458,512,158,253,13,133,0.447214 0.447214 0.447214,120,2130,2560,1440
24G31,0_Static,Black,0,5,01/04/2024,13:33:11,out,left,NA,Fail,552,791,58,174.4644,731.4286,118,213,333,93,0.447214 0.447214 0.447214,120,19797,2560,1440
24G31,0_Static,Black,0,6,01/04/2024,13:34:23,out,left,2.94E+01,Succ,549,732,58,179.0617,731.4286,57,152,272,32,0.447214 0.447214 0.447214,120,4856,2560,1440
24G31,0_Static,Black,0,7,01/04/2024,13:35:34,in,left,2.16E+01,Succ,830,964,58,151.5325,512,105,200,320,80,0.447214 0.447214 0.447214,120,3568,2560,1440
24G31,0_Static,Black,0,8,01/04/2024,13:36:13,in,left,1.31E+01,Succ,788,863,58,163.7984,512,63,158,278,38,0.447214 0.447214 0.447214,120,2165,2560,1440
24G31,0_Static,Black,0,9,01/04/2024,13:40:00,out,right,NA,Fail,2007,644,58,354.0378,731.4286,8,103,223,343,0.447214 0.447214 0.447214,120,19796,2560,1440
24G31,0_Static,Black,0,10,01/04/2024,13:40:54,out,right,2.33E+01,Succ,1966,974,58,20.3595,731.4286,307,42,162,282,0.447214 0.447214 0.447214,120,3852,2560,1440
24G31,0_Static,Black,0,11,01/04/2024,13:42:09,in,left,2.61E+01,Succ,790,573,58,196.7223,512,27,122,242,2,0.447214 0.447214 0.447214,120,4309,2560,1440
24G31,0_Static,Black,0,12,01/04/2024,13:44:45,out,right,1.12E+02,Succ,1998,578,58,348.8344,731.4286,230,325,85,205,0.447214 0.447214 0.447214,120,18512,2560,1440
24G31,0_Static,Black,0,13,01/04/2024,13:47:56,out,right,NA,Fail,1974,489,58,341.5814,731.4286,193,288,48,168,0.447214 0.447214 0.447214,120,19796,2560,1440
24G31,0_Static,Black,0,14,01/04/2024,14:09:31,out,right,5.56E+00,Succ,1999,856,58,10.7347,731.4286,246,341,101,221,0.447214 0.447214 0.447214,120,917,2560,1440
24G31,1_Slow,Black,2.5,1,01/04/2024,14:12:52,in,left,NA,Fail,772,787,58,172.4977,512,30.6364,125.6364,245.6364,5.6364,0.447214 0.447214 0.447214,120,19797,2560,1440
24G31,1_Slow,Black,2.5,2,01/04/2024,14:16:19,out,left,NA,Fail,550,667,58,184.1263,731.4286,169.6364,264.6364,24.6364,144.6364,0.447214 0.447214 0.447214,120,19797,2560,1440
24G31,1_Slow,Black,2.5,3,01/04/2024,14:18:54,in,left,NA,Fail,790,573,58,196.6756,512,1.5455,96.5455,216.5455,336.5455,0.447214 0.447214 0.447214,120,19796,2560,1440
24G31,1_Slow,Black,2.5,4,01/04/2024,14:21:57,out,right,NA,Fail,2011,708,58,359.0711,731.4286,115.6364,210.6364,330.6364,90.6364,0.447214 0.447214 0.447214,120,19797,2560,1440
24G31,1_Slow,Black,2.5,5,01/04/2024,14:29:47,in,left,NA,Fail,768,710,58,181.1461,512,64.6364,159.6364,279.6364,39.6364,0.447214 0.447214 0.447214,120,19797,2560,1440
24G31,1_Slow,Black,2.5,6,01/04/2024,14:32:42,in,left,NA,Fail,771,661,58,186.5628,512,328.6364,63.6364,183.6364,303.6364,0.447214 0.447214 0.447214,120,19797,2560,1440
24G31,1_Slow,Black,2.5,7,01/04/2024,14:34:58,out,left,NA,Fail,552,646,58,185.8429,731.4286,310.5455,45.5455,165.5455,285.5455,0.447214 0.447214 0.447214,120,19796,2560,1440
24G31,1_Slow,Black,2.5,8,01/04/2024,14:37:46,out,left,NA,Fail,588,483,58,198.8819,731.4286,309.5455,44.5455,164.5455,284.5455,0.447214 0.447214 0.447214,120,19796,2560,1440
24G31,1_Slow,Black,2.5,9,01/04/2024,14:50:10,in,left,NA,Fail,817,502,58,205.1708,512,35.5455,130.5455,250.5455,10.5455,0.447214 0.447214 0.447214,120,19796,2560,1440
24G31,1_Slow,Black,2.5,10,01/04/2024,14:52:44,out,right,NA,Fail,2010,681,58,356.9467,731.4286,229.6364,324.6364,84.6364,204.6364,0.447214 0.447214 0.447214,120,19797,2560,1440
24G31,1_Slow,Black,2.5,11,01/04/2024,14:54:42,out,left,1.02E+02,Succ,638,370,58,208.6208,731.4286,220,315,75,195,0.447214 0.447214 0.447214,120,16764,2560,1440
24G31,1_Slow,Black,2.5,12,01/04/2024,14:57:25,in,left,NA,Fail,771,664,58,186.2883,512,88.5455,183.5455,303.5455,63.5455,0.447214 0.447214 0.447214,120,19796,2560,1440
24G31,1_Slow,Black,2.5,13,01/04/2024,15:17:51,out,left,9.30E+01,Succ,578,926,58,163.6042,731.4286,214.4545,309.4545,69.4545,189.4545,0.447214 0.447214 0.447214,120,15339,2560,1440
24G31,1_Slow,Black,2.5,14,01/04/2024,15:19:01,out,left,3.75E+01,Succ,634,1063,58,152.0447,731.4286,220.8182,315.8182,75.8182,195.8182,0.447214 0.447214 0.447214,120,6180,2560,1440
24G31,1_Slow,Black,2.5,15,01/04/2024,15:21:31,in,right,NA,Fail,1774,856,58,15.3869,512,305.5455,40.5455,160.5455,280.5455,0.447214 0.447214 0.447214,120,19796,2560,1440
24G31,1_Slow,Black,2.5,16,01/04/2024,15:22:55,in,right,4.75E+01,Succ,1791,694,58,357.0745,512,145.7273,240.7273,0.72727,120.7273,0.447214 0.447214 0.447214,120,7829,2560,1440
24G31,1_Slow,Black,2.5,17,01/04/2024,15:24:42,in,right,1.78E+01,Succ,1741,497,58,334.2067,512,5.9091,100.9091,220.9091,340.9091,0.447214 0.447214 0.447214,120,2936,2560,1440
24G31,1_Slow,Black,2.5,18,01/04/2024,15:27:05,in,right,8.85E+01,Succ,1769,567,58,342.6697,512,276.5455,11.5455,131.5455,251.5455,0.447214 0.447214 0.447214,120,14603,2560,1440
24G31,1_Slow,Black,2.5,19,01/04/2024,15:28:17,out,right,1.43E+01,Succ,2009,659,58,355.1861,731.4286,85,180,300,60,0.447214 0.447214 0.447214,120,2365,2560,1440
24G31,1_Slow,Black,2.5,20,01/04/2024,15:29:58,in,right,5.74E+01,Succ,1790,676,58,355.0901,512,159.1818,254.1818,14.1818,134.1818,0.447214 0.447214 0.447214,120,9462,2560,1440
24G31,1_Slow,Black,2.5,21,01/04/2024,15:33:33,in,left,NA,Fail,815,934,58,155.3107,512,5.4545,100.4545,220.4545,340.4545,0.447214 0.447214 0.447214,120,19795,2560,1440
24G31,1_Slow,Black,2.5,22,01/04/2024,15:34:47,out,left,1.76E+01,Succ,549,698,58,181.7161,731.4286,18.2727,113.2727,233.2727,353.2727,0.447214 0.447214 0.447214,120,2896,2560,1440
24G31,1_Slow,Black,2.5,23,01/04/2024,15:37:49,in,left,NA,Fail,768,726,58,179.3464,512,97.5455,192.5455,312.5455,72.5455,0.447214 0.447214 0.447214,120,19796,2560,1440
24G31,1_Slow,Black,2.5,24,01/04/2024,15:40:19,in,left,NA,Fail,804,909,58,158.2977,512,27.5455,122.5455,242.5455,2.5455,0.447214 0.447214 0.447214,120,19796,2560,1440
24G31,1_Slow,Black,2.5,25,01/04/2024,15:44:14,in,right,1.29E+01,Succ,1765,555,58,341.1419,512,286.7273,21.7273,141.7273,261.7273,0.447214 0.447214 0.447214,120,2131,2560,1440
24G31,1_Slow,Black,2.5,26,01/04/2024,15:45:20,in,right,1.59E+01,Succ,1774,856,58,15.4415,512,265,3.75E-12,120,240,0.447214 0.447214 0.447214,120,2618,2560,1440
24G31,1_Slow,Black,2.5,27,02/04/2024,09:13:30,in,right,NA,Fail,1706,435,58,326.2153,512,272.2727,7.2727,127.2727,247.2727,0.447214 0.447214 0.447214,120,19793,2560,1440
24G31,1_Slow,Black,2.5,28,02/04/2024,09:15:35,out,left,9.06E+01,Succ,621,1037,58,154.2889,731.4286,21.1818,116.1818,236.1818,356.1818,0.447214 0.447214 0.447214,120,14940,2560,1440
24G31,2_Medium,Black,5,1,02/04/2024,09:19:48,in,right,NA,Fail,1737,951,58,26.8373,512,102.2727,197.2727,317.2727,77.2727,0.447214 0.447214 0.447214,120,19797,2560,1440
24G31,2_Medium,Black,5,2,02/04/2024,09:23:23,in,right,NA,Fail,1745,505,58,335.164,512,285.0909,20.0909,140.0909,260.0909,0.447214 0.447214 0.447214,120,19796,2560,1440
24G31,2_Medium,Black,5,3,02/04/2024,09:26:46,out,left,NA,Fail,577,921,58,164.0366,731.4286,35.2727,130.2727,250.2727,10.2727,0.447214 0.447214 0.447214,120,19797,2560,1440
24G31,2_Medium,Black,5,4,02/04/2024,09:28:49,out,right,4.01E+01,Succ,2010,763,58,3.35,731.4286,171.7273,266.7273,26.7273,146.7273,0.447214 0.447214 0.447214,120,6615,2560,1440
24G31,2_Medium,Black,5,5,02/04/2024,09:48:35,in,right,2.34E+01,Succ,1746,933,58,24.5411,512,101.4545,196.4545,316.4545,76.4545,0.447214 0.447214 0.447214,120,3858,2560,1440
24G31,2_Medium,Black,5,6,02/04/2024,09:49:28,out,right,8.72E+00,Succ,1985,524,58,344.494,731.4286,49.4545,144.4545,264.4545,24.4545,0.447214 0.447214 0.447214,120,1438,2560,1440
24G31,2_Medium,Black,5,7,02/04/2024,09:50:55,out,right,2.87E+01,Succ,1969,965,58,19.5884,731.4286,212.1818,307.1818,67.1818,187.1818,0.447214 0.447214 0.447214,120,4731,2560,1440
24G31,2_Medium,Black,5,8,02/04/2024,09:53:40,in,right,NA,Fail,1787,645,58,351.6136,512,35.0909,130.0909,250.0909,10.0909,0.447214 0.447214 0.447214,120,19796,2560,1440
24G31,2_Medium,Black,5,9,02/04/2024,10:49:06,in,right,5.72E+01,Succ,1731,963,58,28.363,512,350.0909,85.0909,205.0909,325.0909,0.447214 0.447214 0.447214,120,9433,2560,1440
24G31,2_Medium,Black,5,10,02/04/2024,10:51:37,in,left,NA,Fail,844,989,58,148.3663,512,306.2727,41.2727,161.2727,281.2727,0.447214 0.447214 0.447214,120,19797,2560,1440
24G31,2_Medium,Black,5,11,02/04/2024,10:55:49,out,left,NA,Fail,580,507,58,196.963,731.4286,12.2727,107.2727,227.2727,347.2727,0.447214 0.447214 0.447214,120,19797,2560,1440
24G31,2_Medium,Black,5,12,02/04/2024,10:58:34,in,left,NA,Fail,783,596,58,194.062,512,213.0909,308.0909,68.0909,188.0909,0.447214 0.447214 0.447214,120,19796,2560,1440
24G31,2_Medium,Black,5,13,02/04/2024,11:02:57,in,right,6.40E+01,Succ,1775,852,58,14.884,512,302.8182,37.8182,157.8182,277.8182,0.447214 0.447214 0.447214,120,10559,2560,1440
24G31,2_Medium,Black,5,14,02/04/2024,11:04:05,in,right,2.13E+01,Succ,1786,801,58,9.1219,512,209.0909,304.0909,64.0909,184.0909,0.447214 0.447214 0.447214,120,3515,2560,1440
24G31,2_Medium,Black,5,15,02/04/2024,11:07:22,out,right,NA,Fail,2011,704,58,358.7564,731.4286,90.0909,185.0909,305.0909,65.0909,0.447214 0.447214 0.447214,120,19796,2560,1440
24G31,2_Medium,Black,5,16,02/04/2024,11:10:12,out,left,NA,Fail,551,773,58,175.8253,731.4286,198.2727,293.2727,53.2727,173.2727,0.447214 0.447214 0.447214,120,19797,2560,1440
24G31,2_Medium,Black,5,17,02/04/2024,11:26:38,in,right,2.45E+01,Succ,1775,851,58,14.8518,512,173,268,28,148,0.447214 0.447214 0.447214,120,4037,2560,1440
24G31,2_Medium,Black,5,18,02/04/2024,11:29:09,out,left,NA,Fail,658,1105,58,148.2571,731.4286,92.0909,187.0909,307.0909,67.0909,0.447214 0.447214 0.447214,120,19796,2560,1440
24G31,2_Medium,Black,5,19,02/04/2024,11:29:49,out,left,1.60E+01,Succ,605,437,58,202.7538,731.4286,124.9091,219.9091,339.9091,99.9091,0.447214 0.447214 0.447214,120,2634,2560,1440
24G31,2_Medium,Black,5,20,02/04/2024,11:31:57,in,right,2.07E+01,Succ,1770,867,58,16.7367,512,292.8182,27.8182,147.8182,267.8182,0.447214 0.447214 0.447214,120,3409,2560,1440
24G31,2_Medium,Black,5,21,02/04/2024,11:32:58,out,right,1.54E+01,Succ,2002,840,58,9.4198,731.4286,351.0909,86.0909,206.0909,326.0909,0.447214 0.447214 0.447214,120,2547,2560,1440
24G31,3_Fast,Black,10,1,02/04/2024,11:46:45,out,right,1.78E+01,Succ,2011,696,58,358.1528,731.4286,39.5455,134.5455,254.5455,14.5455,0.447214 0.447214 0.447214,120,2944,2560,1440
24G31,3_Fast,Black,10,2,02/04/2024,11:49:12,out,right,NA,Fail,1965,977,58,20.5507,731.4286,96.1818,191.1818,311.1818,71.1818,0.447214 0.447214 0.447214,120,19796,2560,1440
24G31,3_Fast,Black,10,3,02/04/2024,11:49:50,in,right,1.11E+01,Succ,1789,775,58,6.1687,512,68.7273,163.7273,283.7273,43.7273,0.447214 0.447214 0.447214,120,1828,2560,1440
24G31,3_Fast,Black,10,4,02/04/2024,11:52:24,in,left,NA,Fail,777,816,58,169.246,512,345.1818,80.1818,200.1818,320.1818,0.447214 0.447214 0.447214,120,19796,2560,1440
24G31,3_Fast,Black,10,5,02/04/2024,13:03:35,out,left,NA,Fail,608,432,58,203.2067,731.4286,215.1818,310.1818,70.1818,190.1818,0.447214 0.447214 0.447214,120,19796,2560,1440
24G31,3_Fast,Black,10,6,03/04/2024,09:50:59,out,left,NA,Fail,638,370,58,208.5819,731.4286,342.8182,77.8182,197.8182,317.8182,0.447214 0.447214 0.447214,120,19784,2560,1440
24G31,3_Fast,Black,10,7,03/04/2024,09:53:49,in,left,NA,Fail,774,799,58,171.1065,512,341.2727,76.2727,196.2727,316.2727,0.447214 0.447214 0.447214,120,19810,2560,1440
24G31,3_Fast,Black,10,8,03/04/2024,09:57:13,in,right,NA,Fail,1729,474,58,331.2695,512,114.2727,209.2727,329.2727,89.2727,0.447214 0.447214 0.447214,120,19810,2560,1440
24G31,3_Fast,Black,10,9,03/04/2024,10:00:25,out,left,NA,Fail,660,332,58,211.9992,731.4286,66.2727,161.2727,281.2727,41.2727,0.447214 0.447214 0.447214,120,19810,2560,1440
24G31,3_Fast,Black,10,10,03/04/2024,10:42:13,out,left,NA,Fail,637,1070,58,151.4533,731.4286,72.5455,167.5455,287.5455,47.5455,0.447214 0.447214 0.447214,120,19797,2560,1440
24G31,3_Fast,Black,10,11,03/04/2024,10:43:31,in,right,4.61E+01,Succ,1718,985,58,31.1217,512,113,208,328,88,0.447214 0.447214 0.447214,120,7601,2560,1440
24G31,3_Fast,Black,10,12,03/04/2024,10:44:43,out,right,3.26E+01,Succ,1981,512,58,343.4926,731.4286,218.7273,313.7273,73.7273,193.7273,0.447214 0.447214 0.447214,120,5370,2560,1440
24G31,3_Fast,Black,10,13,03/04/2024,10:47:27,in,left,NA,Fail,838,462,58,210.2855,512,34.1818,129.1818,249.1818,9.1818,0.447214 0.447214 0.447214,120,19796,2560,1440
24G31,3_Fast,Black,10,14,03/04/2024,11:25:59,in,left,NA,Fail,791,568,58,197.2604,512,13.5455,108.5455,228.5455,348.5455,0.447214 0.447214 0.447214,120,19797,2560,1440
24G31,3_Fast,Black,10,15,03/04/2024,11:26:32,out,right,5.83E+00,Succ,1896,326,58,327.3808,731.4286,179.8182,274.8182,34.8182,154.8182,0.447214 0.447214 0.447214,120,962,2560,1440
24G31,3_Fast,Black,10,16,03/04/2024,11:28:05,in,left,4.74E+01,Succ,793,878,58,161.9877,512,238.7273,333.7273,93.7273,213.7273,0.447214 0.447214 0.447214,120,7812,2560,1440
24G31,3_Fast,Black,10,17,03/04/2024,11:28:51,out,right,1.37E+01,Succ,1981,930,58,16.673,731.4286,241.1818,336.1818,96.1818,216.1818,0.447214 0.447214 0.447214,120,2261,2560,1440
24G31,3_Fast,Black,10,18,03/04/2024,11:32:59,in,right,NA,Fail,1738,948,58,26.4724,512,168.1818,263.1818,23.1818,143.1818,0.447214 0.447214 0.447214,120,19796,2560,1440
24G31,3_Fast,Black,10,19,03/04/2024,11:35:30,out,left,NA,Fail,578,515,58,196.2997,731.4286,81.5455,176.5455,296.5455,56.5455,0.447214 0.447214 0.447214,120,19797,2560,1440
24G31,3_Fast,Black,10,20,03/04/2024,11:54:15,in,left,NA,Fail,771,663,58,186.3754,512,234.1818,329.1818,89.1818,209.1818,0.447214 0.447214 0.447214,120,19796,2560,1440
24G31,3_Fast,Black,10,21,03/04/2024,11:55:13,out,left,3.01E+01,Succ,646,1084,58,150.1553,731.4286,350.5455,85.5455,205.5455,325.5455,0.447214 0.447214 0.447214,120,4957,2560,1440
24G31,3_Fast,Black,10,22,03/04/2024,11:56:11,in,right,8.07E+00,Succ,1717,987,58,31.3811,512,319.6364,54.6364,174.6364,294.6364,0.447214 0.447214 0.447214,120,1330,2560,1440
24G31,3_Fast,Black,10,23,03/04/2024,11:57:13,in,right,1.96E+01,Succ,1789,668,58,354.1201,512,318.0909,53.0909,173.0909,293.0909,0.447214 0.447214 0.447214,120,3226,2560,1440
24G31,3_Fast,Black,10,24,03/04/2024,15:06:04,out,left,1.05E+02,Succ,613,419,58,204.2787,731.4286,21.9091,116.9091,236.9091,356.9091,0.447214 0.447214 0.447214,120,17377,2560,1440
24G32,0_Static,Black,0,1,02/04/2024,15:16:25,out,left,6.28E+00,Succ,582,939,58,162.5682,731.4286,337,72,192,312,0.447214 0.447214 0.447214,120,1035,2560,1440
24G32,0_Static,Black,0,2,02/04/2024,15:17:15,in,left,3.16E+00,Succ,829,477,58,208.3012,512,210,305,65,185,0.447214 0.447214 0.447214,120,520,2560,1440
24G32,0_Static,Black,0,3,02/04/2024,15:18:14,out,right,1.93E+01,Succ,1997,863,58,11.2676,731.4286,86,181,301,61,0.447214 0.447214 0.447214,120,3186,2560,1440
24G32,0_Static,Black,0,4,02/04/2024,15:19:04,in,right,1.10E+01,Succ,1738,490,58,333.3586,512,47,142,262,22,0.447214 0.447214 0.447214,120,1813,2560,1440
24G32,0_Static,Black,0,5,02/04/2024,15:21:53,in,right,7.37E+00,Succ,1782,820,58,11.2582,512,25,120,240,360,0.447214 0.447214 0.447214,120,1216,2560,1440
24G32,0_Static,Black,0,6,02/04/2024,15:22:51,in,left,1.61E+01,Succ,776,808,58,170.0814,512,18,113,233,353,0.447214 0.447214 0.447214,120,2649,2560,1440
24G32,0_Static,Black,0,7,02/04/2024,15:23:54,out,right,7.11E+00,Succ,2010,768,58,3.7348,731.4286,180,275,35,155,0.447214 0.447214 0.447214,120,1172,2560,1440
24G32,0_Static,Black,0,8,02/04/2024,15:25:00,out,right,3.03E+01,Succ,1909,1094,58,30.7634,731.4286,146,241,1,121,0.447214 0.447214 0.447214,120,5004,2560,1440
24G32,0_Static,Black,0,9,02/04/2024,15:28:27,in,left,9.96E+00,Succ,777,818,58,168.9837,512,25,120,240,360,0.447214 0.447214 0.447214,120,1643,2560,1440
24G32,0_Static,Black,0,10,02/04/2024,15:29:19,out,left,7.70E+00,Succ,605,438,58,202.6655,731.4286,133,228,348,108,0.447214 0.447214 0.447214,120,1269,2560,1440
24G32,1_Slow,Black,2.5,1,02/04/2024,15:48:20,out,right,7.66E+01,Succ,1979,506,58,342.9611,731.4286,259.8182,354.8182,114.8182,234.8182,0.447214 0.447214 0.447214,120,12637,2560,1440
24G32,1_Slow,Black,2.5,2,02/04/2024,15:50:08,out,right,1.88E+01,Succ,1952,1009,58,23.265,731.4286,228.2727,323.2727,83.2727,203.2727,0.447214 0.447214 0.447214,120,3094,2560,1440
24G32,1_Slow,Black,2.5,3,02/04/2024,15:51:03,in,right,2.32E+01,Succ,1727,969,58,29.1032,512,324.0909,59.0909,179.0909,299.0909,0.447214 0.447214 0.447214,120,3829,2560,1440
24G32,1_Slow,Black,2.5,4,02/04/2024,15:51:50,in,left,8.53E+00,Succ,827,959,58,152.1906,512,213.9091,308.9091,68.9091,188.9091,0.447214 0.447214 0.447214,120,1407,2560,1440
24G32,1_Slow,Black,2.5,5,02/04/2024,15:53:50,out,right,4.78E+00,Succ,1959,992,58,21.8519,731.4286,77.7273,172.7273,292.7273,52.7273,0.447214 0.447214 0.447214,120,789,2560,1440
24G32,1_Slow,Black,2.5,6,02/04/2024,15:55:10,in,right,4.02E+01,Succ,1781,615,58,348.1554,512,240.3636,335.3636,95.3636,215.3636,0.447214 0.447214 0.447214,120,6626,2560,1440
24G32,1_Slow,Black,2.5,7,02/04/2024,15:56:03,in,left,2.11E+01,Succ,858,1009,58,145.5694,512,51.6364,146.6364,266.6364,26.6364,0.447214 0.447214 0.447214,120,3483,2560,1440
24G32,1_Slow,Black,2.5,8,02/04/2024,15:57:05,out,left,6.74E+00,Succ,589,480,58,199.1658,731.4286,353,88,208,328,0.447214 0.447214 0.447214,120,1111,2560,1440
24G32,1_Slow,Black,2.5,9,02/04/2024,15:59:40,in,right,3.79E+01,Succ,1790,673,58,354.74,512,10.0909,105.0909,225.0909,345.0909,0.447214 0.447214 0.447214,120,6249,2560,1440
